#ATLASJ025.6821-33.4627.pred 
 5.300000000000000711e+00 5.859124866595517567e-01 5.439415841893741721e+00 9.480222677195054848e-02 8.593757459997925646e-03 -8.446542512682427353e-03 6.317999999999999616e+00 
 5.500000000000000888e+00 9.691629955947136388e-01 5.599666182399396064e+00 2.909602412701106297e-02 2.530312794353937935e-03 -2.482385543514522598e-03 6.317999999999999616e+00 
 5.700000000000001066e+00 9.455782312925170574e-01 5.798302992452270210e+00 2.120456775718560991e-02 1.740418804906059859e-03 -1.810758169413828438e-03 6.317999999999999616e+00 
 5.900000000000001243e+00 9.556592765460910632e-01 5.999836935597051557e+00 1.126047692770592657e-03 4.975830669674255382e-04 -4.968823474369233380e-04 6.317999999999999616e+00 
 #CFHQSJ1509-1749.pred 
 5.100000000000000533e+00 9.906928645294725833e-01 5.199194866418030969e+00 1.008549885413638075e-01 9.905543900463938817e-03 -9.589033760152984240e-03 6.122499999999999609e+00 
 5.300000000000000711e+00 9.871931696905016373e-01 5.399385654197786266e+00 6.968747761708218857e-02 6.184369291853656150e-03 -6.095029989101612318e-03 6.122499999999999609e+00 
 5.500000000000000888e+00 9.834983498349835207e-01 5.599413683234400807e+00 4.572585386496680337e-02 3.836221533832624708e-03 -3.870184045010630677e-03 6.122499999999999609e+00 
 5.700000000000001066e+00 9.852440408626560453e-01 5.799310247066745028e+00 1.135023701618685654e-02 1.290157205172618804e-03 -1.294959459041993260e-03 6.122499999999999609e+00 
 #PSOJ231-20_May2.pred 
 5.500000000000000888e+00 9.746696035242290446e-01 5.600361962620229228e+00 6.811682628719736843e-02 6.631189825753331171e-03 -6.440475904772213073e-03 6.586899999999999977e+00 
 5.700000000000001066e+00 9.501133786848072749e-01 5.798946855033066505e+00 5.508610988580540241e-02 4.873783557181108131e-03 -4.779295156689429037e-03 6.586899999999999977e+00 
 5.900000000000001243e+00 9.754959159859977191e-01 5.999108929650943445e+00 1.499448394614706810e-02 1.505787274790786881e-03 -1.515447177941841878e-03 6.586899999999999977e+00 
 #J0002+2550_oz.pred 
 4.900000000000000355e+00 7.436281859070464906e-01 5.024981715227085033e+00 1.279548295493891930e-01 1.379744536543037366e-02 -1.382064050432610207e-02 5.817999999999999616e+00 
 5.100000000000000533e+00 6.108527131782945929e-01 5.160885872336741009e+00 1.493530469308577968e-01 1.519584029375798361e-02 -1.505909624026459566e-02 5.817999999999999616e+00 
 5.300000000000000711e+00 7.836538461538461453e-01 5.420461865577523852e+00 3.887542666435252897e-02 3.659111662184824382e-03 -3.746120159594224907e-03 5.817999999999999616e+00 
 5.500000000000000888e+00 7.260726072607260884e-01 5.572705227959564134e+00 3.411932499211021291e-02 2.996751088245660968e-03 -3.022029429795444755e-03 5.817999999999999616e+00 
 #J0005-0006.pred 
 4.900000000000000355e+00 9.969969969969969537e-01 4.999351140727347875e+00 1.421536457073399595e-01 1.590270143342503370e-02 -1.592595489369681358e-02 5.847000000000000419e+00 
 5.100000000000000533e+00 9.921996879875194519e-01 5.198576488393642947e+00 9.908704503143606068e-02 1.068767741487169735e-02 -1.058162366958791123e-02 5.847000000000000419e+00 
 5.300000000000000711e+00 9.951999999999999735e-01 5.399621759951890532e+00 8.008246557791487419e-02 8.467841034405716380e-03 -8.564563207813936929e-03 5.847000000000000419e+00 
 5.500000000000000888e+00 8.694214876033057315e-01 5.586717707769501828e+00 9.692463693498672150e-02 9.113459563729154472e-03 -9.070288924751748402e-03 5.847000000000000419e+00 
 #J0108+0711_oz.pred 
 4.900000000000000355e+00 9.919919919919919504e-01 4.999689702916880307e+00 1.926296910313567146e-01 1.614428463016776699e-02 -1.606557014927214450e-02 5.576999999999999957e+00 
 5.100000000000000533e+00 9.834710743801653443e-01 5.199278638777257378e+00 1.560944859305698762e-01 1.223635905313774121e-02 -1.240291637095956162e-02 5.576999999999999957e+00 
