#ATLASJ025.6821-33.4627.pred 
 #CFHQSJ1509-1749.pred 
 #PSOJ231-20_May2.pred 
 6.100000000000001421e+00 9.699519230769231282e-01 6.200380436376247140e+00 1.780702929769587169e-03 9.968798707720352009e-04 -9.968424288544391106e-04 6.586899999999999977e+00 
 #J0002+2550_oz.pred 
 #J0005-0006.pred 
 #J0108+0711_oz.pred 
 #J0408-5632.pred 
 #SDSSJ0836+0054.pred 
 #J0840+5624.pred 
 #J1044-0125.pred 
 #J1137+3549.pred 
 #J1148+5251.pred 
 6.100000000000001421e+00 6.270270270270270618e-01 6.165958177709058852e+00 -1.206857163382234590e-03 6.321003416968474890e-04 -8.739806568761845267e-04 6.418899999999999828e+00 
 #J1212+0505_oz.pred 
 #J1335-0328.pred 
 #J1411+1217_oz.pred 
 #J1535+1943_May2.pred 
 #J1602+4228.pred 
 #J1630+4012.pred 
 #J2054-0005_oz.pred 
 #J2207-0416.pred 
 #J2315-0023.pred 
 5.700000000000001066e+00 9.710391822827938446e-01 5.799149353238930438e+00 1.840994250500605162e-03 4.092788157750913876e-03 -4.092666140667863654e-03 6.123999999999999666e+00 
 #P007+04_oz.pred 
 #P065+01.pred 
 #P065-26.pred 
 #P108+08.pred 
 #PSOJ004+17.pred 
 #PSOJ029-29_new.pred 
 #PSOJ036+03.pred 
 5.900000000000001243e+00 6.826137689614936166e-01 5.972841541639188456e+00 -8.810211172682599423e-04 1.081865334935275908e-03 -1.081827541852001685e-03 6.540499999999999758e+00 
 6.100000000000001421e+00 9.471153846153845812e-01 6.200034565788263841e+00 5.688960235454490607e-04 9.710337383122900467e-04 -9.708837853511653607e-04 6.540499999999999758e+00 
 #PSOJ056-16.pred 
 #PSOJ060+24_new.pred 
 #PSOJ159-02.pred 
 5.700000000000001066e+00 9.614512471655328740e-01 5.799438528361232414e+00 1.911704660837198512e-03 2.146997121638866395e-03 -2.147018528799086654e-03 6.386000000000000121e+00 
 #PSOJ183-12_new.pred 
 #PSOJ215.1514-16.0417.pred 
 #PSOJ217-07.pred 
 #PSOJ217-16_May2.pred 
 #PSOJ158-14_May2.pred 
 #PSOJ239-07.pred 
 #PSOJ242-12_May2.pred 
 #PSOJ308-21.pred 
 5.900000000000001243e+00 7.514585764294049453e-01 5.975764185784067095e+00 4.104376000200436747e-03 2.127107724116304287e-03 -2.125709843643196033e-03 6.235500000000000043e+00 
 #PSOJ308-27.pred 
 #PSOJ323+12.pred 
 5.500000000000000888e+00 7.797356828193832134e-01 5.597355158539730091e+00 1.652225249510577785e-03 1.152840561739379649e-03 -1.153002011848663303e-03 6.587200000000000166e+00 
 5.700000000000001066e+00 7.029478458049887024e-01 5.804059009373750300e+00 -2.926220673294903981e-03 1.039389678240652468e-02 -1.289810075277638031e-02 6.587200000000000166e+00 
 5.900000000000001243e+00 6.884480746791131756e-01 5.997235854248655684e+00 -3.140063256254253289e-03 1.559917742307481356e-02 -1.890803581738313352e-02 6.587200000000000166e+00 
 6.100000000000001421e+00 7.524038461538461453e-01 6.201070827742605651e+00 -3.529604437374483841e-03 1.570831930295154416e-02 -1.888110331466624423e-02 6.587200000000000166e+00 
 #PSOJ340-18.pred 
 #PSOJ359-06.pred 
 #SDSSJ0100+2802.pred 
 #SDSSJ0818+1722.pred 
 #SDSSJ0842+1218.pred 
 #SDSSJ0927+2001.pred 
 #SDSSJ1030+0524.pred 
 #SDSSJ1306+0356.pred 
 #SDSSJ2310+1855.pred 
 5.700000000000001066e+00 6.009070294784580879e-01 5.762933869915058516e+00 6.502400003617807636e-04 5.145581603948220194e-04 -5.145598121838517933e-04 6.003099999999999881e+00 
 #ULASJ0148+0600_oz.pred 
 5.700000000000001066e+00 5.986394557823129237e-01 5.760607074299039176e+00 2.648443586829048028e-04 4.207244398592083342e-04 -4.206833160157958718e-04 5.998000000000000220e+00 
 #ULASJ1207+0630.pred 
 #ULASJ1319+0950.pred 
 #VDESJ0224-4711_oz.pred 
 #VIKJ0046-2837.pred 
 #VIKJ2318-3029_oz.pred 
 #J0050+3445.pred 
 #J1623+3112.pred 
 5.700000000000001066e+00 9.846678023850085060e-01 5.799267588860191225e+00 9.531475729506981923e-03 4.916624129036350696e-03 -4.919239864132114552e-03 6.246999999999999886e+00 
 5.900000000000001243e+00 8.059440559440559371e-01 5.981743188200606021e+00 -2.301048197256429489e-03 4.021821930330490673e-03 -4.021217356846802649e-03 6.246999999999999886e+00 
 #J1250+3130_rep.pred 
 #J0353+0104.pred 
 5.700000000000001066e+00 8.722316865417376608e-01 5.788540068430521046e+00 2.681418720931528533e-04 3.626843784228124534e-03 -3.626792598185063759e-03 6.057000000000000384e+00 
 #J1335+3533.pred 
 #VDESJ0330-4025.pred 
 5.900000000000001243e+00 7.479579929988331433e-01 5.978456278984075389e+00 5.063697367372201052e-03 3.036032315211551012e-03 -3.034531216392346784e-03 6.238999999999999879e+00 
 #J2211-3206.pred 
 #J2100-1715.pred 
 #PSOJ011+09.pred 
 #PSOJ025-11.pred 
 5.500000000000000888e+00 7.951541850220263941e-01 5.587015126214039284e+00 1.296872512357880860e-03 1.000449410825023783e-03 -1.000205346874341421e-03 5.844000000000000306e+00 
 #ATLASJ029.9915-36.5658.pred 
 
